cds14,cupc_year,enroll_9_12,upp_pct,lcff_plus_flag
34752830108860,2024-2025,493,39.96,N
56739400000001,2024-2025,5,40.0,N
27659872730018,2024-2025,10,40.0,N
49738820000001,2024-2025,30,40.0,N
30665220000001,2024-2025,10,40.0,N
26736682633006,2024-2025,45,40.0,N
44698070000001,2024-2025,5,40.0,N
31669443130192,2024-2025,10,40.0,N
26736682635001,2024-2025,35,40.0,N
10752751030139,2024-2025,10,40.0,N
40688094036703,2024-2025,1678,40.17,N
33751923330743,2024-2025,3136,40.21,N
19645681932144,2024-2025,2624,40.24,N
04614320433201,2024-2025,320,40.31,N
41690474130738,2024-2025,1061,40.34,N
56726525630348,2024-2025,951,40.38,N
30103063030632,2024-2025,156,40.38,N
16639820110205,2024-2025,255,40.39,N
45699894533600,2024-2025,151,40.4,N
37683380000001,2024-2025,141,40.43,N
19101990140962,2024-2025,206,99.03,Y
37681633731239,2024-2025,101,40.59,N
15101571530492,2024-2025,315,40.63,N
30665143037496,2024-2025,2504,40.73,N
37682963735842,2024-2025,216,40.74,N
34673140116897,2024-2025,2109,40.78,N
40687004030102,2024-2025,159,40.88,N
19643291937739,2024-2025,1235,40.89,N
32669693236007,2024-2025,220,40.91,N
38103896069561,2024-2025,83,40.96,N
34674473430493,2024-2025,1939,41.0,N
39773880141242,2024-2025,512,41.02,N
09618530930164,2024-2025,1033,41.14,N
07618040736819,2024-2025,34,41.18,N
01611500132225,2024-2025,2874,41.2,N
34673143430873,2024-2025,2650,41.21,N
19643031935618,2024-2025,1608,71.39,N
09737830930073,2024-2025,298,41.28,N
30664643030210,2024-2025,1991,41.29,N
49708624935151,2024-2025,1193,41.32,N
19643111930981,2024-2025,1173,33.08,N
37764710114694,2024-2025,409,41.56,N
15638261536135,2024-2025,1260,41.59,N
37103716119119,2024-2025,387,41.6,N
19647250127381,2024-2025,682,41.64,N
34752830112425,2024-2025,629,41.65,N
56725465631619,2024-2025,1969,41.65,N
44698230000001,2024-2025,12,41.67,N
19643111931021,2024-2025,6,83.33,Y
30736353034956,2024-2025,1566,41.7,N
09100900930123,2024-2025,290,41.72,N
01611760138693,2024-2025,1957,41.75,N
19650601938752,2024-2025,1879,41.83,N
07617210730457,2024-2025,2460,41.83,N
30103060138800,2024-2025,241,41.91,N
48705654838801,2024-2025,1631,41.94,N
14766871431600,2024-2025,608,41.94,N
07617540731646,2024-2025,1948,41.99,N
19645841996305,2024-2025,335,42.09,N
49708624930103,2024-2025,19,42.11,N
56725460120634,2024-2025,266,42.11,N
37737910138222,2024-2025,57,42.11,N
43694840114496,2024-2025,304,42.11,N
45699480134122,2024-2025,76,42.11,N
31668940000001,2024-2025,19,42.11,N
49709530000001,2024-2025,19,42.11,N
12626871230705,2024-2025,1007,42.11,N
37683383732781,2024-2025,2485,42.13,N
44698234432340,2024-2025,1013,42.15,N
04614240120394,2024-2025,332,42.17,N
01611500133876,2024-2025,45,42.22,N
34752833430659,2024-2025,560,42.32,N
43696664338950,2024-2025,1543,42.45,N
45701100135889,2024-2025,73,42.47,N
10621660140038,2024-2025,113,42.48,N
42691120137885,2024-2025,61,42.62,N
49706074930400,2024-2025,1473,42.63,N
19643520128496,2024-2025,349,42.69,N
19650521938679,2024-2025,1779,42.72,N
37764710137067,2024-2025,435,42.76,N
09618530932756,2024-2025,1135,42.82,N
10101080111682,2024-2025,14,42.86,N
01750930141515,2024-2025,7,42.86,N
30666210000001,2024-2025,21,42.86,N
47704664734901,2024-2025,7,42.86,N
33752420000001,2024-2025,7,42.86,N
34673550119131,2024-2025,899,42.94,N
19643291937598,2024-2025,54,66.67,N
37682130138636,2024-2025,58,43.1,N
05615560532507,2024-2025,559,43.11,N
43694014338505,2024-2025,1682,43.22,N
37681303730702,2024-2025,1624,43.41,N
30664643038569,2024-2025,1724,43.45,N
36750510139188,2024-2025,614,43.49,N
30664493030640,2024-2025,1676,43.5,N
37683383735750,2024-2025,1724,43.62,N
30665973035045,2024-2025,2084,43.62,N
37684110000001,2024-2025,55,43.64,N
19644361936418,2024-2025,1247,79.47,Y
42691120111773,2024-2025,160,43.75,N
38684783833407,2024-2025,2571,43.76,N
19642461937051,2024-2025,3175,43.84,N
34103480106294,2024-2025,91,43.96,N
15635291530476,2024-2025,2369,43.98,N
31669513134657,2024-2025,1184,44.0,N
43696660000001,2024-2025,50,44.0,N
07617960732941,2024-2025,1460,44.04,N
19644691932482,2024-2025,756,78.57,Y
12626790137653,2024-2025,59,44.07,N
19643371931187,2024-2025,2457,44.08,N
19644691936079,2024-2025,54,92.59,Y
42767864231726,2024-2025,2149,44.25,N
15636280138131,2024-2025,916,44.32,N
41690620138420,2024-2025,212,44.34,N
56737590000001,2024-2025,9,44.44,N
21654660000001,2024-2025,27,44.44,N
34674476034938,2024-2025,36,44.44,N
28662900142216,2024-2025,9,44.44,N
34674473436714,2024-2025,1891,44.47,N
51714230132977,2024-2025,155,44.52,N
37683383734431,2024-2025,1240,44.6,N
19753090131987,2024-2025,710,44.65,N
41690624136693,2024-2025,1854,44.71,N
31103146069322,2024-2025,29,44.83,N
19645681934082,2024-2025,1590,77.86,Y
36676523631058,2024-2025,2759,45.23,N
15635291530369,2024-2025,2212,45.25,N
19645681996156,2024-2025,7,71.43,N
37735690000001,2024-2025,11,45.45,N
55105535530142,2024-2025,11,45.45,N
56726520000001,2024-2025,11,45.45,N
19643371995877,2024-2025,33,45.45,N
43733870140673,2024-2025,55,45.45,N
19646341934231,2024-2025,757,96.57,Y
15635291530344,2024-2025,2398,45.5,N
37684113730405,2024-2025,1960,45.66,N
55724135536750,2024-2025,508,45.67,N
19643370131573,2024-2025,140,45.71,N
49104966069413,2024-2025,59,45.76,N
36677360136069,2024-2025,675,45.78,N
37680490129221,2024-2025,238,45.8,N
01611760127233,2024-2025,48,45.83,N
37103711996545,2024-2025,24,45.83,N
19646340000001,2024-2025,47,61.7,N
19642121930056,2024-2025,1996,45.89,N
01611190106401,2024-2025,211,45.97,N
33669930139360,2024-2025,1000,46.0,N
45701364530044,2024-2025,1487,46.0,N
30736430102871,2024-2025,2776,46.0,N
36676520000001,2024-2025,76,46.05,N
19647251934678,2024-2025,2305,61.61,N
19648810113464,2024-2025,102,46.08,N
05100586077150,2024-2025,13,46.15,N
12626870124263,2024-2025,26,46.15,N
19647330132084,2024-2025,590,92.88,Y
12753741232909,2024-2025,145,46.21,N
40687004030755,2024-2025,1157,46.24,N
19647330123133,2024-2025,239,97.49,Y
30664493030624,2024-2025,41,46.34,N
44698234430096,2024-2025,56,46.43,N
34674476034664,2024-2025,142,46.48,N
19647330121293,2024-2025,174,90.23,Y
56105610122713,2024-2025,114,46.49,N
07617960730598,2024-2025,767,46.54,N
41689244137790,2024-2025,1278,46.56,N
33672150131359,2024-2025,249,46.59,N
19647330106831,2024-2025,335,91.94,Y
31750853130218,2024-2025,30,46.67,N
34673303430501,2024-2025,214,46.73,N
19647330112045,2024-2025,1038,89.5,Y
37682130136978,2024-2025,222,46.85,N
39103976069215,2024-2025,207,46.86,N
43733874334470,2024-2025,2926,46.86,N
33103300137869,2024-2025,96,46.88,N
48705734837803,2024-2025,2044,46.92,N
37103710137752,2024-2025,147,46.94,N
19647330132126,2024-2025,220,94.55,Y
12626871235209,2024-2025,566,47.0,N
04614240437558,2024-2025,1978,47.12,N
19645761939677,2024-2025,104,47.12,N
34674473430758,2024-2025,176,47.16,N
30666210140293,2024-2025,178,47.19,N
19734601937747,2024-2025,36,47.22,N
37681303737905,2024-2025,1620,47.22,N
19647331932821,2024-2025,34,97.06,Y
01612340130054,2024-2025,1367,47.33,N
37683460000001,2024-2025,19,47.37,N
39754990000001,2024-2025,19,47.37,N
33670820000001,2024-2025,19,47.37,N
19647330100800,2024-2025,477,89.1,Y
39685850139261,2024-2025,101,47.52,N
37683380108787,2024-2025,355,47.61,N
30665483034410,2024-2025,1997,47.62,N
49708624930236,2024-2025,42,47.62,N
19647330124396,2024-2025,420,93.1,Y
30666473030053,2024-2025,1393,47.67,N
56726035635008,2024-2025,1835,47.68,N
38684780000001,2024-2025,90,47.78,N
37683383731247,2024-2025,412,47.82,N
57727020139436,2024-2025,69,47.83,N
36676783630522,2024-2025,2541,47.86,N
19647330108878,2024-2025,424,59.91,N
31669283135308,2024-2025,1290,47.91,N
43695834333951,2024-2025,1101,47.96,N
19647330120360,2024-2025,183,79.23,Y
10625470135103,2024-2025,500,48.0,N
05615640531509,2024-2025,702,48.01,N
10101080136291,2024-2025,289,48.1,N
44697994430518,2024-2025,1274,48.12,N
10621171030196,2024-2025,2184,48.12,N
34674396061832,2024-2025,139,48.2,N
31668940138081,2024-2025,114,48.25,N
37683040131250,2024-2025,87,48.28,N
19647330124479,2024-2025,971,98.04,Y
19642611995299,2024-2025,31,48.39,N
30736433032109,2024-2025,2126,48.49,N
19647330132282,2024-2025,314,86.31,Y
19647330108928,2024-2025,582,48.63,N
54722565434527,2024-2025,2490,48.67,N
45701364530309,2024-2025,76,48.68,N
19647330117051,2024-2025,1130,94.42,Y
20764142030237,2024-2025,82,48.78,N
19650601936277,2024-2025,1812,48.79,N
48705244830048,2024-2025,43,48.84,N
45698564530028,2024-2025,736,48.91,N
37684520124917,2024-2025,49,48.98,N
56726035630249,2024-2025,245,48.98,N
43694840118380,2024-2025,1630,49.02,N
42692294230454,2024-2025,1060,49.06,N
19647330000001,2024-2025,898,49.11,N
20756060132936,2024-2025,57,49.12,N
19651360102459,2024-2025,1980,49.14,N
31669283130119,2024-2025,258,49.22,N
37683383730314,2024-2025,1465,49.22,N
19647331933746,2024-2025,4614,49.28,N
58727365830138,2024-2025,223,49.33,N
19647331931955,2024-2025,43,100.0,Y
31750853130200,2024-2025,85,49.41,N
42691120137877,2024-2025,87,49.43,N
57726780106674,2024-2025,178,49.44,N
36677360116723,2024-2025,273,49.45,N
19645686099022,2024-2025,91,49.45,N
19753090136531,2024-2025,194,49.48,N
09618380139006,2024-2025,713,49.51,N
37764710114678,2024-2025,626,49.68,N
30736433030590,2024-2025,195,49.74,N
45701364537304,2024-2025,1268,49.92,N
30664640106765,2024-2025,2005,49.93,N
01611190132142,2024-2025,927,49.95,N
10621171031053,2024-2025,2779,49.95,N
07617540730317,2024-2025,92,50.0,N
10739650000001,2024-2025,2,50.0,N
12753821230085,2024-2025,2,50.0,N
19643030000001,2024-2025,10,50.0,N
24657550000001,2024-2025,2,50.0,N
43696416048375,2024-2025,6,50.0,N
54105460124057,2024-2025,12,50.0,N
56725205630405,2024-2025,4,50.0,N
19734450125351,2024-2025,8,50.0,N
31669443130077,2024-2025,24,50.0,N
36103630142547,2024-2025,42,50.0,N
19650520000001,2024-2025,4,50.0,N
01611500130047,2024-2025,18,50.0,N
01611270130294,2024-2025,4,50.0,N
03100330330035,2024-2025,10,50.0,N
33752000000001,2024-2025,8,50.0,N
42692290000001,2024-2025,2,50.0,N
43694270000001,2024-2025,66,50.0,N
36750440000001,2024-2025,12,50.0,N
50736015030184,2024-2025,18,50.0,N
37756143731601,2024-2025,38,50.0,N
40687000000001,2024-2025,2,50.0,N
54105466119291,2024-2025,128,50.0,N
34674473431111,2024-2025,1150,50.0,N
36677776036032,2024-2025,2,50.0,N
34673300140699,2024-2025,52,50.0,N
50755720000001,2024-2025,2,50.0,N
20652010000001,2024-2025,2,50.0,N
31669280141622,2024-2025,2,50.0,N
19644440000001,2024-2025,6,50.0,N
19644441932656,2024-2025,40,50.0,N
43733870000001,2024-2025,4,50.0,N
30665226028559,2024-2025,2,50.0,N
19752910000001,2024-2025,6,50.0,N
21733610000001,2024-2025,4,50.0,N
23655992330108,2024-2025,8,50.0,N
42750104230173,2024-2025,2,50.0,N
53105380132423,2024-2025,2,50.0,N
06100660000001,2024-2025,2,50.0,N
19643780000001,2024-2025,8,50.0,N
27660920000001,2024-2025,2,50.0,N
32103220100057,2024-2025,8,50.0,N
58727360000001,2024-2025,4,50.0,N
12101246008221,2024-2025,2,50.0,N
19768690131128,2024-2025,550,50.18,N
39686500125849,2024-2025,774,50.26,N
01100170136226,2024-2025,175,50.29,N
49753584930228,2024-2025,1700,50.29,N
45699480139543,2024-2025,131,50.38,N
37683380107482,2024-2025,119,50.42,N
30665143037348,2024-2025,2337,50.49,N
19768690128728,2024-2025,402,50.5,N
30666476089478,2024-2025,101,50.5,N
54718110139477,2024-2025,188,50.53,N
57105796077275,2024-2025,93,50.54,N
40687590125328,2024-2025,318,50.63,N
37683380106732,2024-2025,359,50.7,N
09619030937805,2024-2025,1076,50.74,N
19757131934553,2024-2025,2201,50.75,N
37684110115873,2024-2025,65,50.77,N
19646420136127,2024-2025,61,50.82,N
20756060117010,2024-2025,265,50.94,N
49708624930012,2024-2025,1653,51.0,N
55751845530076,2024-2025,49,51.02,N
39685023932308,2024-2025,815,51.04,N
58727286115935,2024-2025,186,51.08,N
23655992333649,2024-2025,131,51.15,N
50711750000001,2024-2025,41,51.22,N
41690704137279,2024-2025,1239,51.25,N
30736356089510,2024-2025,80,51.25,N
40688094034807,2024-2025,751,51.26,N
43694014336137,2024-2025,1460,51.37,N
30736353030061,2024-2025,1902,51.42,N
33669930141366,2024-2025,68,51.47,N
11625960139550,2024-2025,130,51.54,N
21654172132272,2024-2025,1287,51.59,N
50105046069546,2024-2025,62,51.61,N
21654662134005,2024-2025,1248,51.68,N
05100580530154,2024-2025,149,51.68,N
19651361931492,2024-2025,1952,51.69,N
31669283136504,2024-2025,1443,51.7,N
34674390101899,2024-2025,174,51.72,N
04614240141069,2024-2025,143,51.75,N
30664313030616,2024-2025,817,51.77,N
10752756112544,2024-2025,56,51.79,N
13631641335900,2024-2025,1439,51.84,N
41689244133393,2024-2025,1072,51.96,N
01611920000001,2024-2025,25,52.0,N
41688904130027,2024-2025,25,52.0,N
56725205634076,2024-2025,576,52.08,N
04100410114991,2024-2025,401,52.12,N
33752000100420,2024-2025,3328,52.16,N
30664640140061,2024-2025,21,52.38,N
34674473430386,2024-2025,166,52.41,N
30665223035581,2024-2025,1634,52.51,N
18750366010763,2024-2025,59,52.54,N
17640550129601,2024-2025,78,52.56,N
10621171030683,2024-2025,3113,52.59,N
36678430127837,2024-2025,38,52.63,N
52715220132597,2024-2025,57,52.63,N
19643520000001,2024-2025,19,52.63,N
37682133734878,2024-2025,412,52.67,N
33670820120675,2024-2025,362,52.76,N
10621171030469,2024-2025,36,52.78,N
19753090137703,2024-2025,161,52.8,N
01611760130534,2024-2025,214,52.8,N
36676783631017,2024-2025,2748,52.84,N
01612000132670,2024-2025,87,52.87,N
23656232335487,2024-2025,397,52.9,N
30736430000001,2024-2025,17,52.94,N
36750440116707,2024-2025,300,53.0,N
34674393435419,2024-2025,2569,53.09,N
42692600116434,2024-2025,673,53.19,N
19753090135145,2024-2025,248,53.23,N
38684783830437,2024-2025,464,53.23,N
45698564530051,2024-2025,92,53.26,N
30664646120356,2024-2025,182,53.3,N
30665483032158,2024-2025,3171,53.33,N
30665480000001,2024-2025,15,53.33,N
36750770000001,2024-2025,15,53.33,N
20764140115550,2024-2025,15,53.33,N
39685853930443,2024-2025,343,53.64,N
37681303731809,2024-2025,1810,53.7,N
34673143430592,2024-2025,2142,53.73,N
40688414030128,2024-2025,13,53.85,N
15737421531367,2024-2025,1536,53.91,N
38684783839081,2024-2025,2068,53.92,N
20756060125021,2024-2025,165,53.94,N
49753580142406,2024-2025,50,54.0,N
01751010130252,2024-2025,85,54.12,N
42772140138388,2024-2025,24,54.17,N
43696744330247,2024-2025,131,54.2,N
33672070140491,2024-2025,2537,54.2,N
48104886089668,2024-2025,70,54.29,N
01611760130435,2024-2025,35,54.29,N
41689404135331,2024-2025,81,54.32,N
48705400125310,2024-2025,265,54.34,N
23738662330041,2024-2025,79,54.43,N
40687590140194,2024-2025,90,54.44,N
19768690119636,2024-2025,536,54.48,N
33672070000001,2024-2025,22,54.55,N
55724130112276,2024-2025,165,54.55,N
49738824935482,2024-2025,1755,54.64,N
19647331932540,2024-2025,1473,54.65,N
18641960135756,2024-2025,71,54.93,N
37683383730371,2024-2025,731,54.99,N
39754990119040,2024-2025,1587,55.2,N
50710430107136,2024-2025,96,55.21,N
33672153330859,2024-2025,2699,55.24,N
15636851530997,2024-2025,168,55.36,N
36676523630373,2024-2025,3446,55.37,N
30103060134239,2024-2025,204,55.39,N
32669693230083,2024-2025,148,55.41,N
45698564530333,2024-2025,101,55.45,N
34739733430378,2024-2025,1312,55.49,N
48705400122093,2024-2025,9,55.56,N
49707970139568,2024-2025,18,55.56,N
01750930138453,2024-2025,36,55.56,N
19647330119966,2024-2025,694,94.81,Y
26736922630036,2024-2025,9,55.56,N
19645270000001,2024-2025,9,55.56,N
37683386061964,2024-2025,673,55.57,N
45698564530804,2024-2025,562,55.69,N
37754160139451,2024-2025,637,55.73,N
14632891434901,2024-2025,86,55.81,N
58727360142109,2024-2025,34,55.88,N
19647330133603,2024-2025,381,55.91,N
15638261530245,2024-2025,25,56.0,N
48104880139030,2024-2025,155,56.13,N
45699480141580,2024-2025,114,56.14,N
41690704130324,2024-2025,130,56.15,N
33672070137620,2024-2025,130,56.15,N
31669513130168,2024-2025,646,56.19,N
47705164739207,2024-2025,612,56.21,N
33670336068753,2024-2025,23,56.52,N
52105206069462,2024-2025,23,56.52,N
37683040102178,2024-2025,23,56.52,N
33670580141879,2024-2025,69,56.52,N
33670900000001,2024-2025,23,56.52,N
43694274337903,2024-2025,2139,56.62,N
04615310437350,2024-2025,495,56.77,N
43104396069371,2024-2025,345,56.81,N
01612420134668,2024-2025,3096,56.91,N
10621170118018,2024-2025,562,56.94,N
19647331932847,2024-2025,790,56.96,N
43104394330320,2024-2025,86,56.98,N
34673146112254,2024-2025,214,57.01,N
49753904932554,2024-2025,503,57.06,N
29102980114314,2024-2025,91,57.14,N
57726940000001,2024-2025,7,57.14,N
47104706069405,2024-2025,21,57.14,N
19647250000001,2024-2025,70,57.14,N
49707060129981,2024-2025,56,57.14,N
53738335337423,2024-2025,7,57.14,N
33669770000001,2024-2025,7,57.14,N
19647331938612,2024-2025,2221,57.27,N
04614240431676,2024-2025,1804,57.32,N
19647251996503,2024-2025,396,57.32,N
54722560120659,2024-2025,216,57.41,N
38684783830197,2024-2025,235,57.45,N
37683383731213,2024-2025,823,57.47,N
38684783830205,2024-2025,522,57.47,N
17640551736008,2024-2025,421,57.48,N
37681303731262,2024-2025,2198,57.55,N
51714495130042,2024-2025,26,57.69,N
19647331931633,2024-2025,142,57.75,N
19757131930163,2024-2025,2056,57.78,N
37683043735974,2024-2025,1404,57.83,N
01611920127944,2024-2025,209,57.89,N
19643941931807,2024-2025,69,57.97,N
45104540129957,2024-2025,119,57.98,N
07617390730440,2024-2025,50,58.0,N
37681713733219,2024-2025,112,58.04,N
37683383730181,2024-2025,2187,58.07,N
30666213038098,2024-2025,2023,58.08,N
50755495032651,2024-2025,859,58.09,N
19648401934728,2024-2025,1726,58.11,N
37680230138073,2024-2025,160,58.13,N
39685850101956,2024-2025,694,58.21,N
37737913730215,2024-2025,192,58.33,N
33671240000001,2024-2025,12,58.33,N
12626871230044,2024-2025,24,58.33,N
37681630138628,2024-2025,12,58.33,N
34752830102236,2024-2025,2194,58.34,N
30103066069553,2024-2025,185,58.38,N
55723895530043,2024-2025,65,58.46,N
38684780119958,2024-2025,123,58.54,N
49708540132357,2024-2025,58,58.62,N
42767864235230,2024-2025,1926,58.62,N
19642460111872,2024-2025,670,58.66,N
34673553433471,2024-2025,959,58.71,N
36750440119115,2024-2025,2370,58.73,N
49707220139048,2024-2025,97,58.76,N
36750510136960,2024-2025,262,58.78,N
34674473432051,2024-2025,1548,58.79,N
43696740000001,2024-2025,17,58.82,N
07617880000001,2024-2025,17,58.82,N
36677360130948,2024-2025,68,58.82,N
23752182332724,2024-2025,17,58.82,N
36676523630571,2024-2025,3221,58.83,N
37683383730173,2024-2025,1183,58.83,N
38684783833241,2024-2025,2074,58.87,N
37737913730793,2024-2025,90,58.89,N
19647251939875,2024-2025,3349,58.97,N
36679593638509,2024-2025,2755,59.17,N
27660922732808,2024-2025,1401,59.17,N
38684780101774,2024-2025,201,59.2,N
37681303732336,2024-2025,2331,59.2,N
33670330110759,2024-2025,694,59.22,N
33672496114748,2024-2025,466,59.23,N
19647336061451,2024-2025,714,81.09,Y
36677360139576,2024-2025,118,59.32,N
34674390114546,2024-2025,295,59.32,N
19643371933332,2024-2025,91,59.34,N
28662662830016,2024-2025,1622,59.37,N
01611190119222,2024-2025,32,59.38,N
19647330100677,2024-2025,362,48.34,N
30736353030244,2024-2025,1317,59.53,N
34673303430709,2024-2025,47,59.57,N
30666216029920,2024-2025,104,59.62,N
19647330107011,2024-2025,435,85.06,Y
50755645030192,2024-2025,57,59.65,N
48705734830089,2024-2025,1671,59.66,N
01611760134452,2024-2025,1273,59.7,N
48705654830022,2024-2025,67,59.7,N
19651281934868,2024-2025,2372,59.7,N
19647331931450,2024-2025,62,98.39,Y
37682130127084,2024-2025,189,59.79,N
41689160112284,2024-2025,443,59.82,N
45699710135848,2024-2025,112,59.82,N
40754570119354,2024-2025,137,59.85,N
32669693235603,2024-2025,172,59.88,N
19647331939941,2024-2025,2152,72.4,N
39686270136135,2024-2025,282,59.93,N
19734600000001,2024-2025,10,60.0,N
19648080000001,2024-2025,35,60.0,N
22102236105308,2024-2025,10,60.0,N
19647330141564,2024-2025,342,91.23,Y
36679590000001,2024-2025,5,60.0,N
01612910000001,2024-2025,15,60.0,N
18641390131953,2024-2025,5,60.0,N
14632481431352,2024-2025,30,60.0,N
19648400000001,2024-2025,15,60.0,N
19647331933233,2024-2025,914,60.07,N
31668943131687,2024-2025,103,60.19,N
43696664330080,2024-2025,744,60.22,N
08618200833004,2024-2025,918,60.24,N
16639820136234,2024-2025,141,60.28,N
28662660121087,2024-2025,1720,60.29,N
19647331931484,2024-2025,127,97.64,Y
49707306120588,2024-2025,149,60.4,N
48705324832259,2024-2025,990,60.4,N
48705324830055,2024-2025,48,60.42,N
42767860120402,2024-2025,119,60.5,N
49707970107284,2024-2025,391,60.61,N
48705400000001,2024-2025,28,60.71,N
19647331931989,2024-2025,32,93.75,Y
56726525630793,2024-2025,1585,60.76,N
16639250118919,2024-2025,1183,60.78,N
33752000118794,2024-2025,2066,60.79,N
43696664333795,2024-2025,1590,60.82,N
14632971436203,2024-2025,23,60.87,N
