campus,ceeb,entry_year,cohort_n,ret1_pct,grad4_pct,grad5_pct,grad6_pct
All,050157,2004,13,100,62,85,92
All,050157,2005,10,100,60,90,90
All,050157,2006,10,90,50,80,80
All,050157,2007,14,79,36,79,79
All,050157,2008,11,82,36,73,82
All,050157,2009,12,83,58,75,83
All,050157,2010,10,100,80,90,90
All,050157,2011,15,93,73,87,87
All,050157,2012,13,85,46,69,77
All,050157,2013,19,95,84,89,95
All,050157,2014,18,83,61,72,72
All,050157,2016,11,82,73,82,82
All,050157,2018,11,91,55,82,82
All,050157,2019,13,92,69,77,77
All,050157,2021,10,80,70,,
All,050160,2001,15,93,33,67,67
All,050160,2005,12,83,58,83,83
All,050160,2007,12,92,58,75,75
All,050160,2008,17,65,18,41,53
All,050160,2009,13,100,54,85,85
All,050160,2010,12,100,50,83,83
All,050160,2012,18,100,33,83,89
All,050160,2013,10,100,50,80,90
All,050160,2014,12,75,8,67,67
All,050160,2016,18,83,44,56,56
All,050160,2017,18,89,61,83,83
All,050160,2018,11,91,55,73,73
All,050160,2019,25,92,60,84,84
All,050160,2020,25,72,40,52,
All,050160,2021,19,100,58,,
All,050160,2022,22,86,,,
All,050160,2023,27,89,,,
All,050160,2024,28,89,,,
All,050162,2023,10,80,,,
All,050165,1999,18,89,50,78,78
All,050165,2000,25,88,40,64,68
All,050165,2001,17,94,59,76,76
All,050165,2002,26,77,58,73,77
All,050165,2003,24,83,63,67,71
All,050165,2004,22,95,73,91,95
All,050165,2005,12,92,58,83,83
All,050165,2006,16,94,88,94,94
All,050165,2007,15,73,60,73,73
All,050165,2008,18,94,72,100,100
All,050165,2009,13,100,85,92,92
All,050165,2010,15,100,73,93,93
All,050165,2011,15,87,47,73,73
All,050165,2012,20,95,70,90,90
All,050165,2013,18,89,78,89,89
All,050165,2015,12,100,75,83,92
All,050165,2016,13,100,46,69,85
All,050165,2021,11,100,82,,
All,050170,1999,49,96,55,78,84
All,050170,2000,46,89,70,83,87
All,050170,2001,49,86,45,73,78
All,050170,2002,43,95,56,81,86
All,050170,2003,63,98,56,84,84
All,050170,2004,77,92,64,83,84
All,050170,2005,76,95,57,76,83
All,050170,2006,54,94,67,81,81
All,050170,2007,67,88,69,84,87
All,050170,2008,59,93,69,90,92
All,050170,2009,49,98,73,94,94
All,050170,2010,45,98,76,89,89
All,050170,2011,48,92,69,79,83
All,050170,2012,30,90,73,90,90
All,050170,2013,41,95,59,90,90
All,050170,2014,49,100,82,92,94
All,050170,2015,42,100,62,81,83
All,050170,2016,55,98,80,91,93
All,050170,2017,46,96,72,89,93
All,050170,2018,45,98,71,84,84
All,050170,2019,43,98,79,100,100
All,050170,2020,66,97,85,92,
All,050170,2021,51,90,76,,
All,050170,2022,57,96,,,
All,050170,2023,60,97,,,
All,050170,2024,57,93,,,
All,050172,1999,13,92,31,62,69
All,050172,2000,14,86,50,79,79
All,050172,2001,16,94,50,69,69
All,050172,2002,17,76,35,71,76
All,050172,2003,18,94,33,50,56
All,050172,2004,14,86,64,79,79
All,050172,2005,22,77,32,45,55
All,050172,2006,10,100,40,60,70
All,050172,2007,19,68,32,47,63
All,050172,2008,20,95,25,60,60
All,050172,2009,31,84,35,48,61
All,050172,2010,18,89,56,72,72
All,050172,2011,22,73,23,64,64
All,050172,2012,25,76,32,60,64
All,050172,2013,28,86,46,68,75
All,050172,2014,23,91,52,78,83
All,050172,2015,29,83,52,69,69
All,050172,2016,29,86,48,72,72
All,050172,2017,35,89,54,74,77
All,050172,2019,22,77,50,68,73
All,050172,2020,24,71,33,54,
All,050172,2021,17,82,53,,
All,050172,2022,25,76,,,
All,050172,2023,50,96,,,
All,050172,2024,19,89,,,
All,050175,1999,30,93,50,83,87
All,050175,2000,31,84,58,77,77
All,050175,2001,31,84,61,84,87
All,050175,2002,24,92,54,88,88
All,050175,2003,26,96,69,88,92
All,050175,2004,20,90,60,75,75
All,050175,2005,23,96,87,100,100
All,050175,2006,27,89,63,85,85
All,050175,2007,24,92,79,88,88
All,050175,2008,20,90,70,85,90
All,050175,2009,22,95,64,77,82
All,050175,2010,16,100,75,88,94
All,050175,2011,11,100,91,100,100
All,050175,2012,17,100,71,88,88
All,050175,2013,19,100,68,74,74
All,050175,2014,15,100,60,73,73
All,050175,2015,11,100,91,100,100
All,050175,2016,16,94,63,81,88
All,050175,2017,15,93,80,93,93
All,050175,2018,13,92,62,92,92
All,050175,2019,15,80,73,87,93
All,050175,2020,14,93,64,79,
All,050175,2022,19,89,,,
All,050175,2023,16,88,,,
All,050175,2024,17,94,,,
All,050181,2005,11,73,27,45,45
All,050181,2006,14,86,57,64,71
All,050181,2007,21,76,38,52,57
All,050181,2008,22,82,32,68,68
All,050181,2009,27,78,37,48,56
All,050181,2010,27,96,44,85,89
All,050181,2011,15,80,27,53,60
All,050181,2012,42,81,45,67,69
All,050181,2013,41,88,54,71,76
All,050181,2014,39,87,33,59,62
All,050181,2015,40,90,68,85,85
All,050181,2016,34,82,53,74,74
All,050181,2017,38,84,61,74,74
All,050181,2018,39,92,67,87,87
All,050181,2019,28,93,57,71,75
All,050181,2020,34,88,59,76,
All,050181,2021,34,76,56,,
All,050181,2022,42,83,,,
All,050181,2023,36,75,,,
All,050181,2024,30,80,,,
All,050185,2009,11,100,45,73,73
All,050185,2010,10,70,40,60,60
All,050185,2019,12,92,58,83,92
All,050185,2022,10,90,,,
All,050188,2006,19,95,63,79,79
All,050188,2008,13,92,46,77,92
All,050188,2009,19,95,42,79,84
All,050188,2011,19,89,68,89,89
All,050188,2012,27,93,59,70,78
All,050188,2013,12,92,58,75,83
All,050188,2014,13,85,77,77,85
All,050188,2015,10,90,50,60,60
All,050188,2016,12,92,50,67,75
All,050188,2020,18,83,50,78,
All,050188,2021,12,92,58,,
All,050188,2022,12,92,,,
All,050188,2023,12,83,,,
All,050188,2024,19,74,,,
All,050190,2004,11,45,27,36,36
All,050190,2005,14,86,43,79,79
All,050190,2008,11,91,73,91,91
All,050190,2009,12,92,50,75,75
All,050190,2015,14,93,86,93,93
All,050190,2016,12,100,92,100,100
All,050190,2017,10,90,70,80,80
All,050190,2020,12,92,75,83,
All,050190,2023,12,100,,,
All,050196,2003,20,85,55,65,70
All,050196,2004,19,89,68,89,89
All,050196,2005,26,100,54,77,81
All,050196,2006,19,100,47,79,84
All,050196,2007,36,83,64,75,78
All,050196,2008,32,94,69,88,91
All,050196,2009,29,83,66,79,83
All,050196,2010,27,85,70,93,93
All,050196,2011,25,88,44,72,76
All,050196,2012,23,96,65,87,87
All,050196,2013,18,89,67,83,89
All,050196,2014,31,87,61,77,81
All,050196,2015,15,93,73,87,87
All,050196,2016,19,95,68,74,79
All,050196,2017,16,100,88,100,100
All,050196,2018,21,95,71,86,90
All,050196,2019,22,86,64,82,91
All,050196,2020,19,84,63,68,
All,050196,2021,18,89,44,,
All,050196,2022,24,96,,,
All,050196,2023,24,100,,,
All,050196,2024,21,95,,,
All,050202,2000,10,70,30,50,50
All,050202,2001,15,80,47,53,60
All,050202,2002,11,91,45,64,64
All,050202,2003,15,93,60,67,67
All,050202,2007,17,94,59,82,82
All,050202,2008,17,100,65,76,88
All,050202,2009,16,94,63,69,69
All,050202,2010,18,89,67,72,72
All,050202,2011,22,91,55,82,82
All,050202,2012,28,96,57,82,89
All,050202,2013,21,86,43,71,76
All,050202,2014,19,95,58,95,95
All,050202,2015,17,82,47,59,59
All,050202,2016,22,91,59,82,86
All,050202,2017,37,95,59,73,78
All,050202,2018,25,92,60,72,76
All,050202,2019,19,95,74,79,79
All,050202,2020,21,90,62,71,
All,050202,2021,19,89,68,,
All,050202,2022,18,94,,,
All,050202,2023,22,91,,,
All,050202,2024,17,100,,,
All,050205,1999,20,95,55,75,90
All,050205,2000,14,93,64,79,79
All,050205,2001,22,91,55,68,77
All,050205,2002,25,92,60,80,84
All,050205,2003,22,86,55,68,77
All,050205,2004,22,91,50,77,82
All,050205,2005,17,94,71,88,88
All,050205,2006,17,88,71,94,94
All,050205,2007,19,89,63,84,84
All,050205,2008,26,96,69,85,88
All,050205,2009,24,88,71,75,75
All,050205,2010,19,89,63,79,84
All,050205,2011,15,87,60,80,80
All,050205,2012,10,100,70,90,90
All,050205,2014,11,82,55,64,73
All,050205,2015,17,94,76,88,88
All,050205,2016,19,100,68,79,79
All,050205,2017,14,93,79,93,93
All,050205,2018,16,75,50,63,63
All,050205,2019,21,86,48,62,62
All,050205,2020,15,80,33,53,
All,050205,2021,16,100,63,,
All,050205,2022,15,93,,,
All,050205,2023,18,100,,,
All,050205,2024,21,100,,,
All,050208,2015,11,82,73,100,100
All,050208,2019,12,100,83,92,92
All,050208,2024,12,100,,,
All,050209,1999,27,81,52,70,70
All,050209,2000,17,76,76,82,82
All,050209,2001,22,77,50,68,73
All,050209,2002,25,92,64,80,84
All,050209,2003,22,100,55,82,82
All,050209,2004,12,92,58,83,83
All,050209,2006,15,93,73,93,93
All,050209,2007,20,80,60,80,80
All,050209,2008,20,100,85,95,95
All,050209,2009,17,88,71,88,88
All,050209,2010,12,100,42,92,92
All,050209,2011,22,95,86,86,86
All,050209,2012,16,100,75,81,88
All,050209,2013,14,86,50,79,86
All,050209,2014,23,91,91,91,91
All,050209,2015,25,88,80,84,84
All,050209,2016,25,88,64,76,76
All,050209,2017,26,92,73,85,88
All,050209,2018,20,95,85,90,90
All,050209,2019,15,93,93,100,100
All,050209,2020,19,95,84,89,
All,050209,2021,22,100,82,,
All,050209,2022,21,100,,,
All,050209,2023,12,100,,,
All,050209,2024,22,95,,,
All,050210,2003,13,77,62,69,69
All,050210,2004,20,85,50,75,75
All,050210,2007,13,92,23,69,69
All,050210,2008,14,79,57,64,64
All,050210,2009,14,79,43,64,64
All,050210,2010,22,95,23,55,68
All,050210,2011,16,88,38,81,81
All,050210,2012,11,73,45,55,55
All,050210,2014,22,86,50,73,86
All,050210,2015,15,80,40,53,60
All,050210,2016,13,92,62,85,100
All,050210,2017,13,85,46,62,62
All,050210,2018,10,90,70,80,90
All,050210,2019,14,86,57,71,71
All,050210,2020,13,92,69,77,
All,050210,2021,15,100,60,,
All,050210,2022,18,100,,,
All,050210,2023,17,76,,,
All,050210,2024,16,94,,,
All,050213,2002,13,77,46,77,77
All,050213,2004,15,87,33,40,53
All,050213,2005,12,83,42,58,67
All,050213,2006,17,76,12,29,35
All,050213,2007,12,92,42,92,100
All,050213,2008,20,75,35,50,55
All,050213,2009,18,89,50,56,56
All,050213,2010,25,84,52,68,76
All,050213,2011,18,94,39,61,61
All,050213,2012,31,94,45,68,74
All,050213,2013,11,73,45,64,64
All,050213,2014,12,100,33,75,83
All,050213,2015,14,93,86,100,100
All,050213,2016,15,80,40,53,60
All,050213,2017,11,73,55,55,55
All,050213,2018,14,79,36,50,57
All,050213,2019,16,88,31,56,75
All,050213,2020,14,71,57,57,
All,050213,2021,13,77,77,,
All,050213,2022,11,91,,,
All,050213,2023,15,80,,,
All,050215,1999,20,85,55,75,75
All,050215,2000,28,93,68,82,82
All,050215,2001,16,100,63,81,88
All,050215,2002,17,88,53,76,76
All,050215,2003,16,81,38,56,63
All,050215,2004,15,100,40,60,60
All,050215,2005,20,95,55,80,85
All,050215,2006,23,91,70,78,78
All,050215,2008,14,100,57,86,86
All,050215,2009,13,92,77,85,92
All,050215,2010,22,91,68,77,82
All,050215,2011,12,92,50,75,83
All,050215,2012,19,100,63,84,89
All,050215,2013,15,93,53,73,87
All,050215,2014,11,91,27,73,73
All,050215,2015,17,94,65,71,71
All,050215,2016,16,94,88,94,100
All,050215,2020,10,100,70,80,
All,050215,2021,12,92,67,,
All,050215,2022,14,100,,,
All,050215,2023,10,100,,,
All,050215,2024,10,90,,,
All,050217,1999,45,91,44,73,76
All,050217,2000,38,97,63,79,84
All,050217,2001,44,98,50,77,82
All,050217,2002,47,85,51,66,72
All,050217,2003,48,83,56,73,75
All,050217,2004,30,93,60,77,83
All,050217,2005,52,96,65,88,88
All,050217,2006,55,93,67,85,87
All,050217,2007,59,98,64,83,85
All,050217,2008,46,93,63,72,74
All,050217,2009,42,95,52,79,81
All,050217,2010,49,98,51,76,78
All,050217,2011,46,96,67,83,85
All,050217,2012,44,89,57,75,75
All,050217,2013,44,95,75,86,91
All,050217,2014,55,89,56,78,84
All,050217,2015,43,95,70,81,86
All,050217,2016,52,94,69,83,83
All,050217,2017,56,100,82,93,93
All,050217,2018,65,94,75,86,91
All,050217,2019,53,100,79,91,92
All,050217,2020,45,98,76,91,
All,050217,2021,50,96,68,,
All,050217,2022,61,97,,,
All,050217,2023,73,90,,,
All,050217,2024,62,95,,,
All,050218,1999,18,89,67,78,78
All,050218,2002,15,100,53,73,80
All,050218,2003,11,82,36,73,73
All,050218,2004,14,79,57,79,86
All,050218,2005,17,94,59,71,82
All,050218,2006,12,100,58,75,92
All,050218,2007,14,86,79,86,93
All,050218,2009,13,92,31,69,77
All,050218,2010,12,100,33,50,58
All,050218,2012,21,90,48,52,52
All,050218,2013,16,100,44,75,81
All,050218,2014,13,85,38,46,62
All,050218,2015,11,82,55,91,100
All,050218,2016,21,86,57,67,76
All,050218,2017,16,75,63,75,75
All,050218,2018,16,100,63,75,75
All,050218,2019,14,100,71,86,86
All,050218,2020,25,76,36,48,
All,050218,2021,18,94,72,,
All,050218,2022,14,86,,,
All,050218,2023,23,100,,,
All,050218,2024,24,92,,,
All,050220,2003,11,73,36,36,36
All,050220,2004,13,100,62,77,77
All,050220,2006,12,92,42,67,67
All,050220,2008,11,91,55,82,91
All,050220,2010,12,92,25,50,50
All,050220,2011,12,75,33,58,67
All,050220,2012,13,92,54,62,69
All,050220,2016,10,100,80,90,90
All,050220,2017,10,100,70,80,90
All,050220,2019,10,90,60,70,70
All,050220,2020,10,80,40,40,
All,050220,2022,10,70,,,
All,050223,2002,12,75,25,75,75
All,050223,2003,13,100,46,77,77
All,050223,2004,17,94,29,71,76
All,050223,2005,16,63,31,50,50
All,050223,2006,15,93,60,67,73
All,050223,2007,11,82,36,55,55
All,050223,2008,13,85,38,62,62
All,050223,2009,20,85,40,75,75
All,050223,2010,20,95,25,60,65
All,050223,2011,25,80,48,64,68
All,050223,2012,37,95,43,73,76
All,050223,2013,32,81,34,56,63
All,050223,2014,21,90,38,71,71
All,050223,2015,15,73,27,53,53
All,050223,2016,21,86,52,71,71
All,050223,2017,34,82,50,71,71
All,050223,2018,25,84,36,60,64
All,050223,2019,23,96,39,74,83
All,050223,2020,28,68,50,50,
All,050223,2021,15,67,47,,
All,050223,2022,19,74,,,
All,050223,2023,21,76,,,
All,050223,2024,22,91,,,
All,050224,1999,17,88,24,65,76
All,050224,2001,13,92,54,69,69
All,050224,2002,18,94,44,67,72
All,050224,2004,11,100,73,73,73
All,050224,2005,15,87,53,67,80
All,050224,2006,12,92,33,58,67
All,050224,2007,13,92,54,69,77
All,050224,2008,10,70,40,40,40
All,050224,2009,10,80,50,70,70
All,050224,2011,12,92,25,67,67
All,050224,2012,14,93,50,86,86
All,050224,2013,17,94,41,76,82
All,050224,2014,11,82,18,64,64
All,050224,2016,16,94,69,88,94
All,050224,2018,16,88,63,75,75
All,050224,2019,10,80,60,60,70
All,050224,2020,12,83,50,67,
All,050224,2021,13,54,31,,
All,050224,2022,14,100,,,
All,050224,2023,12,92,,,
All,050224,2024,12,92,,,
All,050225,1999,22,91,18,68,82
All,050225,2000,24,96,33,75,83
All,050225,2001,26,100,54,88,92
All,050225,2002,20,90,55,80,85
All,050225,2003,21,90,33,57,71
All,050225,2004,29,90,55,72,72
All,050225,2005,19,89,47,74,84
All,050225,2006,17,100,59,82,82
All,050225,2007,24,96,67,88,96
All,050225,2008,30,93,57,90,90
All,050225,2009,26,96,73,92,92
All,050225,2010,15,100,47,60,67
All,050225,2011,27,96,59,93,93
All,050225,2012,29,93,55,79,86
All,050225,2013,29,93,55,76,79
All,050225,2014,35,94,69,83,86
All,050225,2015,21,100,67,86,90
All,050225,2016,30,100,77,93,93
All,050225,2017,31,100,77,87,90
All,050225,2018,15,93,67,73,73
All,050225,2019,31,90,74,81,87
All,050225,2020,16,94,69,88,
All,050225,2021,14,93,71,,
All,050225,2022,22,86,,,
All,050225,2023,15,100,,,
All,050225,2024,17,94,,,
All,050228,1999,15,80,33,80,80
All,050228,2000,19,89,32,63,68
All,050228,2001,21,100,43,71,71
All,050228,2002,32,91,31,72,75
All,050228,2003,31,81,52,71,77
All,050228,2004,27,85,44,70,70
All,050228,2005,28,93,57,75,79
All,050228,2006,30,90,47,70,77
All,050228,2007,31,90,52,77,77
All,050228,2008,31,97,71,81,90
All,050228,2009,32,94,63,91,91
All,050228,2010,41,95,56,76,83
All,050228,2011,21,95,62,90,90
All,050228,2012,50,88,54,74,80
All,050228,2013,30,90,70,83,87
All,050228,2014,38,100,82,95,97
All,050228,2015,27,93,78,89,89
All,050228,2016,38,95,71,87,87
All,050228,2017,32,88,63,69,75
All,050228,2018,38,87,58,76,76
All,050228,2019,20,100,80,95,95
All,050228,2020,32,94,78,88,
All,050228,2021,38,100,89,,
All,050228,2022,33,94,,,
All,050228,2023,38,97,,,
All,050228,2024,31,94,,,
All,050230,1999,12,92,17,25,58
All,050230,2001,10,80,10,40,60
All,050230,2002,23,78,30,48,57
All,050230,2003,15,73,27,53,60
All,050230,2006,15,93,33,53,60
All,050230,2007,18,78,39,56,61
All,050230,2008,12,58,25,42,50
All,050230,2009,10,70,30,50,50
All,050230,2011,14,79,36,64,64
All,050230,2012,17,94,35,65,71
All,050230,2013,19,84,63,74,79
All,050230,2014,11,91,64,73,73
All,050230,2015,11,82,55,73,82
All,050230,2016,14,79,50,79,86
All,050230,2017,14,79,50,64,64
All,050230,2018,10,80,50,60,60
All,050230,2019,13,92,77,92,92
All,050230,2020,10,90,70,70,
All,050230,2021,17,71,59,,
All,050230,2022,11,73,,,
All,050230,2023,13,85,,,
All,050230,2024,11,82,,,
All,050235,2000,15,80,47,73,73
All,050235,2001,10,100,70,70,80
All,050235,2002,10,90,40,70,80
All,050235,2006,10,70,40,60,60
All,050235,2017,13,100,85,92,92
All,050238,1999,10,90,30,60,60
All,050238,2000,22,91,45,82,82
All,050238,2002,13,92,31,77,85
All,050238,2003,21,95,33,57,71
All,050238,2004,10,80,20,60,60
All,050238,2005,14,100,50,86,93
All,050238,2007,16,94,38,75,75
All,050238,2008,12,92,17,58,58
All,050238,2009,23,87,57,65,74
All,050238,2010,13,77,62,69,77
All,050238,2011,29,79,38,62,69
All,050238,2012,10,80,40,70,70
All,050238,2013,12,92,67,92,92
All,050238,2014,22,91,59,82,91
All,050238,2016,20,95,60,95,95
All,050238,2017,15,73,60,73,73
All,050238,2018,15,93,67,80,80
All,050238,2019,19,95,58,68,74
All,050238,2021,10,70,40,,
All,050238,2023,10,100,,,
All,050238,2024,13,85,,,
All,050240,2002,11,73,9,45,55
All,050240,2003,13,77,46,62,69
All,050240,2006,14,86,29,64,64
All,050240,2007,18,78,39,78,78
All,050240,2008,17,94,41,59,59
All,050240,2009,25,96,52,80,84
All,050240,2010,15,93,47,60,60
All,050240,2011,19,95,63,79,84
All,050240,2012,28,93,68,86,86
All,050240,2013,28,89,75,86,86
All,050240,2014,29,93,62,66,79
All,050240,2015,24,92,46,79,79
All,050240,2016,42,90,67,79,79
All,050240,2017,57,91,68,79,84
All,050240,2018,40,83,63,75,78
All,050240,2019,38,92,68,76,82
All,050240,2020,24,92,63,67,
All,050240,2021,37,81,68,,
All,050240,2022,47,85,,,
All,050240,2023,60,90,,,
All,050240,2024,38,82,,,
All,050245,1999,35,91,14,63,69
All,050245,2000,38,82,26,61,63
All,050245,2001,24,92,29,58,67
All,050245,2002,55,78,40,58,65
All,050245,2003,27,74,37,56,56
All,050245,2004,36,78,33,58,61
All,050245,2005,36,72,31,47,56
All,050245,2006,38,76,26,50,61
All,050245,2007,35,83,37,60,63
All,050245,2008,28,96,57,79,82
All,050245,2009,18,94,44,67,83
All,050245,2010,24,83,38,54,54
All,050245,2011,38,82,39,63,71
All,050245,2012,44,80,45,61,70
All,050245,2013,55,84,35,65,65
All,050245,2014,60,78,47,68,72
All,050245,2015,71,92,48,65,66
All,050245,2016,66,77,47,59,64
All,050245,2017,39,95,64,77,79
All,050245,2018,65,86,54,68,74
All,050245,2019,50,96,60,82,82
All,050245,2020,32,84,63,66,
All,050245,2021,42,93,60,,
All,050245,2022,55,98,,,
All,050245,2023,57,95,,,
All,050245,2024,66,97,,,
All,050255,1999,16,100,50,94,100
All,050255,2000,18,94,44,67,83
All,050255,2001,14,100,43,79,79
All,050255,2002,11,82,55,73,73
All,050255,2003,18,78,17,39,50
All,050255,2004,10,90,50,90,90
All,050255,2005,13,92,23,62,69
All,050255,2006,14,86,36,71,86
All,050255,2007,17,65,35,53,53
All,050255,2008,15,87,60,67,73
All,050255,2010,12,92,67,83,92
All,050255,2011,16,94,69,100,100
All,050255,2013,12,92,75,83,83
All,050255,2014,16,94,69,81,81
All,050255,2015,21,90,48,71,76
All,050255,2016,18,100,83,100,100
All,050255,2017,12,92,50,75,83
All,050255,2018,15,100,67,80,80
All,050255,2019,17,76,71,76,76
All,050255,2020,23,87,74,78,
All,050255,2021,17,94,82,,
All,050255,2022,14,93,,,
All,050255,2023,12,100,,,
All,050259,2007,13,92,54,69,77
All,050259,2010,17,94,47,59,59
All,050259,2011,23,87,43,70,74
All,050259,2012,24,92,54,71,71
All,050259,2013,19,84,37,58,63
All,050259,2014,26,96,58,77,77
All,050259,2015,21,95,57,81,86
All,050259,2016,20,90,60,85,85
All,050259,2017,18,100,61,89,94
All,050259,2018,17,82,65,82,82
All,050259,2019,23,87,43,70,78
All,050259,2020,19,89,68,89,
All,050259,2021,17,76,41,,
All,050259,2022,11,100,,,
All,050259,2023,20,95,,,
All,050259,2024,36,86,,,
All,050260,1999,20,90,35,75,80
All,050260,2000,30,93,40,73,77
All,050260,2001,36,86,36,72,81
All,050260,2002,36,92,39,81,83
All,050260,2003,31,90,48,74,81
All,050260,2004,22,95,36,77,82
All,050260,2005,21,90,62,81,86
All,050260,2006,23,87,61,78,83
All,050260,2007,24,88,63,83,83
All,050260,2008,26,100,73,85,88
All,050260,2009,23,91,70,87,91
All,050260,2010,18,100,56,78,78
All,050260,2011,32,97,69,78,84
All,050260,2012,16,94,63,81,81
All,050260,2013,16,100,81,88,94
All,050260,2014,14,100,64,79,79
All,050260,2015,13,92,54,69,77
All,050260,2016,20,95,70,80,85
All,050260,2017,17,94,76,88,88
All,050260,2018,22,91,59,77,82
All,050260,2019,23,96,70,83,87
All,050260,2020,16,81,63,69,
All,050260,2021,23,87,70,,
All,050260,2022,18,100,,,
All,050260,2023,16,81,,,
All,050260,2024,16,88,,,
All,050265,2000,18,83,22,44,50
All,050265,2001,21,81,24,57,67
All,050265,2002,23,83,39,65,65
All,050265,2003,20,85,50,70,70
All,050265,2004,13,77,31,46,54
All,050265,2006,12,92,50,75,83
All,050265,2007,18,94,50,78,78
All,050265,2008,18,89,61,78,83
All,050265,2009,21,90,67,76,81
All,050265,2010,28,96,57,79,79
All,050265,2011,26,88,62,85,92
All,050265,2012,30,100,57,90,90
All,050265,2013,28,86,57,71,79
All,050265,2014,41,90,44,73,80
All,050265,2015,37,84,46,73,76
All,050265,2016,54,89,61,85,85
All,050265,2017,40,93,65,75,78
All,050265,2018,34,79,59,71,74
All,050265,2019,40,93,70,78,80
All,050265,2020,29,90,38,55,
All,050265,2021,35,83,54,,
All,050265,2022,23,96,,,
All,050265,2023,20,90,,,
All,050265,2024,14,100,,,
All,050266,2020,124,97,72,82,
All,050266,2021,144,93,78,,
All,050266,2022,146,96,,,
All,050266,2023,136,98,,,
All,050266,2024,137,96,,,
All,050270,1999,52,88,58,85,90
All,050270,2000,38,97,53,82,84
All,050270,2001,45,93,49,71,82
All,050270,2002,51,94,71,84,84
All,050270,2003,68,96,66,90,90
All,050270,2004,57,95,47,81,82
All,050270,2005,64,95,63,86,92
All,050270,2006,88,97,65,90,93
All,050270,2007,81,95,69,84,88
All,050270,2008,75,95,68,84,89
All,050270,2009,73,96,75,90,92
