campus,ceeb,cds14,school_name,city,county,applicants,admits,admit_rate,ela_pct_met,math_pct_met,avg_pct_met,upp_pct,lcff_plus,enroll_9_12,ag_cohort_2425,ag_met_2425,admits_per_eligible,match_method,match_score
Santa Cruz,052658,33672153330024,ARLINGTON HIGH SCHOOL,Riverside,Riverside,46,23,50.0,55.51,16.07,35.79,81.72,Y,1920,446,232,0.0991,gardiner_seed,1.00
Santa Cruz,054044,49709040101923,ROSELAND UNIVERSITY PREP,Santa Rosa,Sonoma,46,25,54.348,55.56,25.13,40.34,91.1,Y,775,169,60,0.4167,hand_verified,0.65
Santa Cruz,050591,34674473430717,VISIONS IN EDUCATION,Carmichael,Sacramento,45,31,68.889,52.5,26.06,39.28,61.78,N,3731,1542,189,0.164,fuzzy_name_county,1.00
Santa Cruz,051634,56725460136804,OXNARD MIDDLE COLLEGE HIGH SCH,Oxnard,Ventura,45,34,75.556,93.01,53.92,73.47,79.38,Y,194,48,3,11.3333,fuzzy_name_county,0.94
Santa Cruz,051830,19650601939602,WESTCHESTER ENRICHED SCIENCE MAGNET,Los Angeles,Los Angeles,45,19,42.222,76.66,53.73,65.2,30.31,N,1775,470,328,0.0579,fuzzy_name_county,0.94
Santa Cruz,052550,37683043735974,RAMONA HIGH SCHOOL,Ramona,San Diego,45,29,64.444,57.46,27.72,42.59,57.83,N,1404,302,143,0.2028,fuzzy_name_county,1.00
Santa Cruz,053009,01612590149187,METWEST HIGH SCHOOL,Oakland,Alameda,45,28,62.222,35.42,12.5,23.96,96.48,Y,199,54,42,0.6667,fuzzy_name_county,1.00
Santa Cruz,053660,36679343638012,VICTOR VALLEY HIGH SCHOOL,Victorville,San Bernardino,45,16,35.556,33.6,7.87,20.73,94.94,Y,2255,539,228,0.0702,fuzzy_name_county,1.00
Santa Cruz,054020,39754990102392,MILLENNIUM HIGH SCHOOL,Tracy,San Joaquin,45,34,75.556,71.09,47.62,59.36,25.69,N,436,126,94,0.3617,fuzzy_name_county,0.94
Santa Cruz,054280,15634120116384,ROBERT F KENNEDY HIGH SCHOOL,Delano,Kern,45,27,60.0,64.01,27.58,45.8,90.24,Y,1394,327,204,0.1324,fuzzy_name_county,1.00
Santa Cruz,054345,33670580118885,SHADOW HILLS HIGH SCHOOL,Indio,Riverside,45,31,68.889,47.37,12.1,29.73,80.79,Y,1650,410,284,0.1092,fuzzy_name_county,1.00
Santa Cruz,054751,30103060126037,SAMUELI ACADEMY,Santa Ana,Orange,45,32,71.111,59.2,20.47,39.84,74.74,N,582,137,96,0.3333,fuzzy_name_county,1.00
Santa Cruz,051301,19645681996131,CLARK MAGNET HIGH SCHOOL,La Crescenta,Los Angeles,45,30,66.667,87.82,71.26,79.54,67.43,N,1136,261,241,0.1245,fuzzy_name_county,0.94
Santa Cruz,050425,13630991332204,CALEXICO HIGH SCHOOL,Calexico,Imperial,44,26,59.091,48.49,14.52,31.51,88.78,Y,2746,692,212,0.1226,gardiner_seed,1.00
Santa Cruz,050570,20652012032357,CHOWCHILLA UNION HIGH SCHOOL,Chowchilla,Madera,44,29,65.909,46.53,15.92,31.22,81.91,Y,1017,238,83,0.3494,fuzzy_name_county,1.00
Santa Cruz,051348,19643031935618,MAYFAIR HIGH SCHOOL,Lakewood,Los Angeles,44,26,59.091,69.82,23.2,46.51,71.39,N,1608,378,162,0.1605,fuzzy_name_county,1.00
Santa Cruz,052650,39686503935756,RIPON HIGH SCHOOL,Ripon,San Joaquin,44,29,65.909,65.75,42.13,53.94,27.69,N,1051,264,140,0.2071,fuzzy_name_county,1.00
Santa Cruz,052672,33670903337136,RUBIDOUX HIGH SCHOOL,Jurupa Valley,Riverside,44,25,56.818,29.57,6.83,18.2,90.63,Y,1259,279,113,0.2212,fuzzy_name_county,1.00
Santa Cruz,053416,37681303734548,MONTE VISTA HIGH SCHOOL,Spring Valley,San Diego,44,25,56.818,44.04,31.15,37.59,77.77,Y,1543,396,148,0.1689,gardiner_seed,1.00
Santa Cruz,054028,19647330107011,INTERNATIONAL STUDIES LEARNING CTR,South Gate,Los Angeles,44,21,47.727,74.97,36.38,55.67,85.06,Y,435,112,68,0.3088,hand_verified,0.95
Santa Cruz,054439,38684780119958,ACADEMY-SAN FRAN @ MCATEER,San Francisco,San Francisco,44,26,59.091,56.98,18.18,37.58,58.54,N,123,49,29,0.8966,fuzzy2_token,0.80
Santa Cruz,054542,19647330124388,SOCIAL JUSTICE HUMANITAS ACAD,San Fernando,Los Angeles,44,21,47.727,53.94,7.17,30.56,93.05,Y,417,89,83,0.253,hand_verified,0.98
Santa Cruz,054847,07617960735902,ASPIRE RICHMOND CA COLG PREP,Richmond,Contra Costa,44,24,54.545,36.83,6.78,21.8,97.66,Y,1280,373,89,0.2697,fuzzy_name_county,0.94
Santa Cruz,050837,19645191932680,MOUNTAIN VIEW HIGH SCHOOL,El Monte,Los Angeles,43,22,51.163,46.37,11.68,29.03,96.71,Y,1123,265,117,0.188,gardiner_seed,1.00
Santa Cruz,050900,12755151232206,EUREKA HIGH SCHOOL,Eureka,Humboldt,43,31,72.093,52.51,19.27,35.89,63.08,N,1162,257,74,0.4189,fuzzy_name_county,1.00
Santa Cruz,051340,36678683635265,RIM OF THE WORLD HIGH SCHOOL,Lake Arrowhead,San Bernardino,43,28,65.116,49.68,18.1,33.89,62.56,N,860,220,95,0.2947,fuzzy_name_county,1.00
Santa Cruz,051450,42692294230454,CABRILLO HIGH SCHOOL,Lompoc,Santa Barbara,43,28,65.116,46.09,29.2,37.65,49.06,N,1060,206,92,0.3043,fuzzy_name_county,1.00
Santa Cruz,052782,34752833430584,NATOMAS HIGH SCHOOL,Sacramento,Sacramento,43,23,53.488,38.99,6.97,22.98,81.16,Y,1157,249,106,0.217,fuzzy_name_county,1.00
Santa Cruz,053342,37681303737905,SANTANA HIGH SCHOOL,Santee,San Diego,43,32,74.419,65.88,41.34,53.61,47.22,N,1620,393,177,0.1808,gardiner_seed,1.00
Santa Cruz,053662,54722565430046,GOLDEN WEST HIGH SCHOOL,Visalia,Tulare,43,35,81.395,52.11,11.4,31.75,71.73,N,2059,450,170,0.2059,fuzzy_name_county,1.00
Santa Cruz,053912,45701360106013,UNIVERSITY PREPARATORY SCHOOL,Redding,Shasta,43,37,86.047,70.49,54.92,62.7,29.04,N,544,122,106,0.3491,fuzzy_name_county,1.00
Santa Cruz,054360,19647330117606,ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,43,22,51.163,67.95,33.33,50.64,87.5,Y,296,90,81,0.2716,fuzzy2_token,0.80
Santa Cruz,054438,34673550119131,LIBERTY RANCH HIGH SCHOOL,Galt,Sacramento,43,28,65.116,71.51,39.95,55.73,42.94,N,899,215,74,0.3784,fuzzy_name_county,1.00
Santa Cruz,050345,14766871431600,BISHOP UNION HIGH SCHOOL,Bishop,Inyo,42,26,61.905,43.4,28.49,35.95,41.94,N,608,137,56,0.4643,fuzzy_name_county,1.00
Santa Cruz,052284,34674473431111,CASA ROBLE FUNDAMENTAL HS,Orangevale,Sacramento,42,27,64.286,49.1,18.36,33.73,50.0,N,1150,256,156,0.1731,fuzzy_name_county,1.00
Santa Cruz,053550,54722495435409,TULARE UNION HIGH SCHOOL,Tulare,Tulare,42,23,54.762,59.36,21.74,40.55,79.83,Y,1616,350,177,0.1299,fuzzy_name_county,1.00
Santa Cruz,053972,01612590135905,OAKLAND MILITARY INST COL PREP,Oakland,Alameda,42,19,45.238,37.28,18.41,27.84,90.5,Y,1579,372,201,0.0945,fuzzy_name_county,0.94
Santa Cruz,054784,33672150131359,RIVERSIDE STEM ACADEMY,Riverside,Riverside,42,29,69.048,96.3,84.5,90.4,46.59,N,249,56,49,0.5918,fuzzy_name_county,1.00
Santa Cruz,054936,41690620138420,TIDE ACADEMY,Menlo Park,San Mateo,42,23,54.762,64.99,38.0,51.49,44.34,N,212,68,37,0.6216,fuzzy_name_county,1.00
Santa Cruz,054997,10739650140509,JUSTIN GARZA HIGH SCHOOL,Fresno,Fresno,42,28,66.667,58.48,24.09,41.29,74.22,N,2095,503,281,0.0996,fuzzy_name_county,1.00
Santa Cruz,050087,30664313036712,SAVANNA HIGH SCHOOL,Anaheim,Orange,41,22,53.659,44.98,12.18,28.58,91.0,Y,1466,369,143,0.1538,gardiner_seed,1.00
Santa Cruz,050213,15635291532605,FOOTHILL HIGH SCHOOL,Bakersfield,Kern,41,22,53.659,43.23,14.6,28.91,90.01,Y,2043,476,142,0.1549,fuzzy_name_county,1.00
Santa Cruz,050566,36676783630035,DON ANTONIO LUGO HIGH SCHOOL,Chino,San Bernardino,41,22,53.659,60.8,22.75,41.78,83.04,Y,1256,344,165,0.1333,fuzzy_name_county,1.00
Santa Cruz,054287,42692600116434,ORCUTT ACADEMY CHARTER HIGH SCHOOL,Orcutt,Santa Barbara,41,29,70.732,59.09,34.82,46.95,53.19,N,673,146,78,0.3718,fuzzy_name_county,1.00
Santa Cruz,054422,16639250118919,SIERRA PACIFIC HIGH SCHOOL,Hanford,Kings,41,27,65.854,53.54,26.44,39.99,60.78,N,1183,252,135,0.2,fuzzy_name_county,1.00
Santa Cruz,054429,41690620119503,EVEREST PUBLIC HIGH SCHOOL,Redwood City,San Mateo,41,22,53.659,26.09,9.09,17.59,85.71,Y,224,55,50,0.44,fuzzy_name_county,1.00
Santa Cruz,050637,31668943131851,COLFAX HIGH SCHOOL,Colfax,Placer,40,27,67.5,63.35,45.79,54.57,22.26,N,611,137,109,0.2477,fuzzy_name_county,1.00
Santa Cruz,050805,37681303731692,EL CAJON VALLEY HIGH SCHOOL,El Cajon,San Diego,40,15,37.5,32.9,12.73,22.81,90.71,Y,1701,422,111,0.1351,gardiner_seed,1.00
Santa Cruz,050819,09618530930164,UNION MINE HIGH SCHOOL,El Dorado,El Dorado,40,18,45.0,59.05,28.03,43.54,41.14,N,1033,243,115,0.1565,fuzzy_name_county,1.00
Santa Cruz,051410,39685773933959,LINDEN HIGH SCHOOL,Linden,San Joaquin,40,19,47.5,51.94,14.68,33.31,69.99,N,743,197,89,0.2135,fuzzy_name_county,1.00
Santa Cruz,051455,42692294233060,LOMPOC HIGH SCHOOL,Lompoc,Santa Barbara,40,26,65.0,30.11,12.9,21.5,77.65,Y,1593,402,119,0.2185,fuzzy_name_county,1.00
Santa Cruz,051526,19647330100677,HIGH TECH HIGH LA,Van Nuys,Los Angeles,40,29,72.5,64.2,34.57,49.39,48.34,N,362,78,73,0.3973,fuzzy_name_county,1.00
Santa Cruz,052740,28662902837102,SAINT HELENA HIGH SCHOOL,Saint Helena,Napa,40,30,75.0,70.44,33.5,51.97,38.7,N,416,99,56,0.5357,fuzzy_name_county,1.00
Santa Cruz,053417,37681303734761,MOUNT MIGUEL HIGH SCHOOL,Spring Valley,San Diego,40,20,50.0,38.35,16.39,27.37,81.94,Y,1539,347,137,0.146,gardiner_seed,1.00
Santa Cruz,054055,19647330107755,PORT OF LOS ANGELES HS,San Pedro,Los Angeles,40,22,55.0,84.88,42.65,63.77,64.19,N,916,214,83,0.2651,fuzzy_name_county,1.00
Santa Cruz,054693,19647330106435,CAMINO NUEVO HIGH SCH DALZELL LANCE,Los Angeles,Los Angeles,40,29,72.5,,,,,,,,,,hand_verified,0.70
Santa Cruz,050188,19642791930528,AZUSA HIGH SCHOOL,Azusa,Los Angeles,39,20,51.282,49.74,20.87,35.3,90.43,Y,1609,391,163,0.1227,fuzzy_name_county,1.00
Santa Cruz,050700,19644361932086,COVINA HIGH SCHOOL,Covina,Los Angeles,39,26,66.667,53.72,22.79,38.25,72.82,N,1056,253,188,0.1383,fuzzy_name_county,1.00
Santa Cruz,050860,01611680132746,EMERY SECONDARY SCHOOL,Emeryville,Alameda,39,25,64.103,53.52,17.1,35.31,77.78,Y,162,46,5,5.0,fuzzy_name_county,1.00
Santa Cruz,051020,19647331933241,GARDENA HIGH SCHOOL,Gardena,Los Angeles,39,21,53.846,35.19,19.22,27.21,93.75,Y,1343,356,248,0.0847,gardiner_seed,1.00
Santa Cruz,051405,31669513134657,LINCOLN HIGH SCHOOL,Lincoln,Placer,39,22,56.41,52.68,26.04,39.36,44.0,N,1184,279,154,0.1429,fuzzy_name_county,1.00
Santa Cruz,051680,19647331935352,LOS ANGELES SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,39,23,58.974,28.99,10.14,19.56,93.05,Y,978,274,153,0.1503,fuzzy_name_county,1.00
Santa Cruz,053442,39686763937406,STAGG HIGH SCHOOL,Stockton,San Joaquin,39,23,58.974,41.51,5.75,23.63,79.01,Y,1677,433,97,0.2371,fuzzy_name_county,1.00
Santa Cruz,053695,37756143731114,VALLEY CENTER HIGH SCHOOL,Valley Center,San Diego,39,26,66.667,48.41,18.01,33.21,63.44,N,1075,263,87,0.2989,fuzzy_name_county,1.00
Santa Cruz,054481,19650940122432,EDGEWOOD HIGH SCHOOL,West Covina,Los Angeles,39,20,51.282,49.43,26.09,37.76,81.32,Y,712,220,102,0.1961,fuzzy_name_county,1.00
Santa Cruz,054725,19647250127381,ERNEST S MCBRIDE SR HIGH SCHL,Long Beach,Los Angeles,39,33,84.615,76.93,41.8,59.36,41.64,N,682,178,141,0.234,fuzzy_name_county,0.94
Santa Cruz,054787,19647336061600,SUN VALLEY MAGNET SCHOOL,Sun Valley,Los Angeles,39,28,71.795,60.59,20.68,40.64,93.17,Y,410,89,74,0.3784,fuzzy_name_county,1.00
Santa Cruz,054644,19647330126524,LIBRA ACADEMY AT LINDA MARQUEZ HS,Huntington Park,Los Angeles,39,13,33.333,64.88,17.3,41.09,94.63,Y,615,153,117,0.1111,fuzzy2_token,0.80
Santa Cruz,050220,15635291534775,NORTH HIGH SCHOOL,Bakersfield,Kern,38,17,44.737,46.95,8.73,27.84,88.01,Y,2135,495,133,0.1278,fuzzy_name_county,1.00
Santa Cruz,050255,19643031930775,BELLFLOWER HIGH SCHOOL,Bellflower,Los Angeles,38,24,63.158,60.02,15.31,37.66,85.83,Y,1355,345,154,0.1558,gardiner_seed,1.00
Santa Cruz,050935,56724545632021,FILLMORE HIGH SCHOOL,Fillmore,Ventura,38,21,55.263,51.71,13.86,32.78,72.89,N,1007,247,128,0.1641,fuzzy_name_county,1.00
Santa Cruz,050937,10738091030121,FIREBAUGH HIGH SCHOOL,Firebaugh,Fresno,38,19,50.0,65.57,13.4,39.48,84.99,Y,673,158,63,0.3016,fuzzy_name_county,1.00
Santa Cruz,051260,19646341934231,INGLEWOOD HIGH SCHOOL,Inglewood,Los Angeles,38,19,50.0,32.54,3.23,17.89,96.57,Y,757,251,94,0.2021,fuzzy_name_county,1.00
Santa Cruz,052620,19647331937226,RESEDA HIGH SCHOOL,Reseda,Los Angeles,38,27,71.053,42.8,14.18,28.49,89.61,Y,1107,345,190,0.1421,gardiner_seed,1.00
Santa Cruz,054046,19647330108878,CHARTER HS ARTS MEDIA PERFORM,Van Nuys,Los Angeles,38,28,73.684,67.37,25.26,46.32,59.91,N,424,131,91,0.3077,hand_verified,0.98
Santa Cruz,054214,33670820113159,TAHQUITZ HIGH SCHOOL,Hemet,Riverside,38,14,36.842,40.59,12.26,26.43,86.37,Y,1761,410,280,0.05,gardiner_seed,1.00
Santa Cruz,054812,34752830126060,LEROY GREENE ACADEMY,Sacramento,Sacramento,38,24,63.158,46.15,18.18,32.16,64.84,N,364,85,72,0.3333,fuzzy_name_county,1.00
Santa Cruz,054856,07773540132233,JOHN HENRY HIGH SCHOOL,Richmond,Contra Costa,38,17,44.737,26.03,9.59,17.81,91.59,Y,333,80,52,0.3269,fuzzy_name_county,1.00
Santa Cruz,051216,19768690119636,DA VINCI DESIGN HIGH SCHOOL,El Segundo,Los Angeles,37,23,62.162,56.45,25.41,40.93,54.48,N,536,133,121,0.1901,fuzzy_name_county,1.00
Santa Cruz,051538,29663570112367,GHIDOTTI EARLY COLLEGE HIGH SCHOOL,Grass Valley,Nevada,37,30,81.081,87.5,77.28,82.39,21.94,N,155,37,35,0.8571,hand_verified,0.95
Santa Cruz,051786,19647330133736,SCIENCE ACADEMY STEM MAGNET,North Hollywood,Los Angeles,37,29,78.378,96.55,90.06,93.31,39.62,N,260,42,42,0.6905,fuzzy_name_county,1.00
Santa Cruz,051870,17640221735000,LOWER LAKE HIGH SCHOOL,Lower Lake,Lake,37,24,64.865,26.19,3.87,15.03,80.12,Y,966,167,35,0.6857,fuzzy_name_county,1.00
Santa Cruz,052211,40687594030268,NIPOMO HIGH SCHOOL,Nipomo,San Luis Obispo,37,22,59.459,54.92,17.76,36.34,71.79,N,819,195,100,0.22,fuzzy_name_county,1.00
Santa Cruz,054519,19647330122606,PUC LAKEVIEW CHARTER HIGH SCHL,Sylmar,Los Angeles,37,18,48.649,73.75,28.75,51.25,90.32,Y,444,112,98,0.1837,fuzzy_name_county,0.94
Santa Cruz,054531,19647330124560,SYNERGY QUANTUM ACADEMY,Los Angeles,Los Angeles,37,20,54.054,56.03,13.56,34.8,97.34,Y,563,127,114,0.1754,fuzzy_name_county,1.00
Santa Cruz,054643,39686500125849,CA ONLINE PUBLIC SCH NORTHERN CA,Ripon,San Joaquin,37,25,67.568,51.95,14.67,33.31,50.26,N,774,291,68,0.3676,fuzzy2_token,0.80
Santa Cruz,054719,36679346114698,COBALT INSTITUTE OF MATH & SCIENCE,Victorville,San Bernardino,37,17,45.946,86.36,35.64,61.0,85.67,Y,684,176,165,0.103,gardiner_seed,1.00
Santa Cruz,054850,49709040101923,ROSELAND COLLEGIATE PREP,Santa Rosa,Sonoma,37,27,72.973,55.56,25.13,40.34,91.1,Y,775,169,60,0.45,hand_verified,0.65
Santa Cruz,051000,10767781038306,WASHINGTON UNION HIGH SCHOOL,Fresno,Fresno,36,20,55.556,56.31,20.16,38.23,87.41,Y,1096,245,109,0.1835,fuzzy_name_county,0.94
Santa Cruz,051504,19647251995935,JUAN RODRIGUEZ CABRILLO HS,Long Beach,Los Angeles,36,21,58.333,39.12,8.98,24.05,79.06,Y,1652,399,172,0.1221,gardiner_seed,1.00
Santa Cruz,051935,30103060133983,LEGACY COLLEGE PREPARATORY,Santa Ana,Orange,36,16,44.444,57.94,14.95,36.45,88.29,Y,427,116,112,0.1429,fuzzy2_token,0.80
Santa Cruz,052280,30666213035409,ORANGE HIGH SCHOOL,Orange,Orange,36,18,50.0,37.15,9.57,23.36,88.89,Y,1728,429,182,0.0989,fuzzy_name_county,1.00
Santa Cruz,052798,36678763636081,SAN GORGONIO HIGH SCHOOL,San Bernardino,San Bernardino,36,17,47.222,47.85,11.86,29.86,91.89,Y,1431,307,134,0.1269,gardiner_seed,1.00
Santa Cruz,052881,37683383734654,MORSE HIGH SCHOOL,San Diego,San Diego,36,20,55.556,59.14,22.43,40.78,80.96,Y,1591,348,179,0.1117,gardiner_seed,1.00
Santa Cruz,054515,38684780119875,SAN FRANCISCO INTERNATIONAL HS,San Francisco,San Francisco,36,27,75.0,10.88,8.72,9.8,95.55,Y,382,151,43,0.6279,hand_verified,0.98
Santa Cruz,054120,37683380114025,LINCOLN HIGH SCHOOL,San Diego,San Diego,36,13,36.111,28.11,6.71,17.41,91.39,Y,1487,363,212,0.0613,gardiner_seed,1.00
Santa Cruz,050084,30664313033784,LOARA HIGH SCHOOL,Anaheim,Orange,35,15,42.857,36.65,10.45,23.55,93.5,Y,1539,357,158,0.0949,gardiner_seed,1.00
Santa Cruz,050224,15635291536606,WEST HIGH SCHOOL,Bakersfield,Kern,35,16,45.714,47.37,12.51,29.94,91.85,Y,2159,441,139,0.1151,fuzzy_name_county,1.00
Santa Cruz,050378,30665143030855,BUENA PARK HIGH SCHOOL,Buena Park,Orange,35,16,45.714,45.13,20.65,32.89,91.74,Y,1682,426,174,0.092,fuzzy_name_county,1.00
Santa Cruz,051015,34673553433471,GALT HIGH SCHOOL,Galt,Sacramento,35,21,60.0,53.86,20.64,37.25,58.71,N,959,205,85,0.2471,fuzzy_name_county,1.00
Santa Cruz,051295,10739991033430,KERMAN HIGH SCHOOL,Kerman,Fresno,35,23,65.714,59.45,18.4,38.93,87.34,Y,1493,331,171,0.1345,fuzzy_name_county,1.00
Santa Cruz,053670,54722565432828,MOUNT WHITNEY HIGH SCHOOL,Visalia,Tulare,35,19,54.286,53.5,14.53,34.02,75.5,Y,1637,356,127,0.1496,fuzzy_name_county,0.87
Santa Cruz,054629,37683386061964,OFARRELL CHARTER SCHOOL,San Diego,San Diego,35,21,60.0,69.6,33.6,51.6,55.57,N,673,135,135,0.1556,gardiner_seed,1.00
Santa Cruz,050238,19642951930700,BASSETT HIGH SCHOOL,La Puente,Los Angeles,34,20,58.824,56.91,24.42,40.67,92.24,Y,747,164,61,0.3279,fuzzy_name_county,1.00
Santa Cruz,050965,12628101233402,FORTUNA UNION HIGH SCHOOL,Fortuna,Humboldt,34,21,61.765,37.47,10.9,24.19,66.83,N,826,175,70,0.3,fuzzy_name_county,1.00
Santa Cruz,052437,36739573630233,SERRANO HIGH SCHOOL,Phelan,San Bernardino,34,25,73.529,46.05,19.47,32.76,70.0,N,2163,464,127,0.1969,fuzzy_name_county,1.00
Santa Cruz,052657,50755565036850,RIVERBANK HIGH SCHOOL,Riverbank,Stanislaus,34,16,47.059,38.15,11.95,25.05,77.69,Y,744,154,65,0.2462,fuzzy_name_county,1.00
Santa Cruz,053014,19647331937226,MAGNOLIA SCIENCE ACADEMY - 1 RESEDA,Reseda,Los Angeles,34,20,58.824,42.8,14.18,28.49,89.61,Y,1107,345,190,0.1053,fuzzy_name_county,0.94
Santa Cruz,053066,19734371996057,THURGOOD MARSHALL ACADEMIC HS,San Francisco,San Francisco,34,21,61.765,24.92,8.9,16.91,92.16,Y,51,46,15,1.4,hand_verified,0.90
Santa Cruz,053090,43694274333639,JAMES LICK HIGH SCHOOL,San Jose,Santa Clara,34,21,61.765,37.67,13.6,25.63,83.64,Y,862,206,59,0.3559,fuzzy_name_county,1.00
Santa Cruz,054285,01100170112607,ENVISION ACAD ARTS/TECHNOLOGY,Oakland,Alameda,34,22,64.706,51.11,17.78,34.45,75.0,Y,148,50,41,0.5366,fuzzy_name_county,0.91
Santa Cruz,054555,19647330124370,CHAVEZ LA ARTES,San Fernando,Los Angeles,34,14,41.176,65.12,22.1,43.61,86.0,Y,300,64,56,0.25,hand_verified,0.98
Santa Cruz,055010,41690620139915,KIPP ESPERANZA HIGH SCHOOL,East Palo Alto,San Mateo,34,12,35.294,,,,96.91,Y,194,67,60,0.2,fuzzy_name_county,1.00
Santa Cruz,055037,10624140141291,SANGER WEST HIGH SCHOOL,Fresno,Fresno,34,25,73.529,54.27,24.61,39.44,67.04,N,1438,349,259,0.0965,fuzzy_name_county,1.00
Santa Cruz,050092,30664313038239,WESTERN HIGH SCHOOL,Anaheim,Orange,33,17,51.515,44.74,17.62,31.18,92.05,Y,1446,332,180,0.0944,gardiner_seed,1.00
Santa Cruz,050911,48705404833000,FAIRFIELD HIGH SCHOOL,Fairfield,Solano,33,16,48.485,43.75,11.55,27.65,83.18,Y,1605,412,73,0.2192,fuzzy_name_county,1.00
Santa Cruz,051950,23655812333185,MENDOCINO HIGH SCHOOL,Mendocino,Mendocino,33,31,93.939,77.48,41.95,59.72,64.24,N,165,47,29,1.069,fuzzy_name_county,1.00
Santa Cruz,052102,28662662830115,NEW TECHNOLOGY HIGH SCHOOL,Napa,Napa,33,20,60.606,51.24,13.71,32.48,64.93,N,365,76,31,0.6452,fuzzy_name_county,1.00
Santa Cruz,052293,04615150434803,LAS PLUMAS HIGH SCHOOL,Oroville,Butte,33,21,63.636,43.04,16.85,29.94,74.86,N,1265,299,45,0.4667,fuzzy_name_county,1.00
Santa Cruz,053530,10752341037456,TRANQUILLITY HIGH SCHOOL,Tranquillity,Fresno,33,11,33.333,32.56,8.5,20.53,98.65,Y,370,96,39,0.2821,fuzzy_name_county,1.00
Santa Cruz,054082,19647330112037,EAST VALLEY HIGH SCHOOL,North Hollywood,Los Angeles,33,8,24.242,46.29,15.25,30.77,96.42,Y,558,129,83,0.0964,fuzzy_name_county,1.00
Santa Cruz,051032,30665223035706,RANCHO ALAMITOS HIGH SCHOOL,Garden Grove,Orange,32,19,59.375,59.27,31.42,45.35,87.98,Y,1439,373,201,0.0945,gardiner_seed,1.00
Santa Cruz,051187,36750443630746,SULTANA HIGH SCHOOL,Hesperia,San Bernardino,32,22,68.75,48.84,13.92,31.38,75.21,Y,2098,480,340,0.0647,fuzzy_name_county,1.00
Santa Cruz,051465,19647251934470,JORDAN HIGH SCHOOL,Long Beach,Los Angeles,32,21,65.625,31.81,9.61,20.71,79.09,Y,2272,539,189,0.1111,gardiner_seed,1.00
Santa Cruz,051764,19647330100800,CENTRAL CITY VALUE HIGH SCHOOL,Los Angeles,Los Angeles,32,14,43.75,64.76,27.45,46.11,89.1,Y,477,103,61,0.2295,fuzzy_name_county,1.00
Santa Cruz,051892,26736922630010,MAMMOTH HIGH SCHOOL,Mammoth Lakes,Mono,32,24,75.0,62.31,23.87,43.09,47.27,N,330,90,45,0.5333,fuzzy_name_county,1.00
Santa Cruz,052176,20764142030013,YOSEMITE HIGH SCHOOL,Oakhurst,Madera,32,22,68.75,45.76,14.91,30.34,66.24,N,542,127,60,0.3667,fuzzy_name_county,1.00
Santa Cruz,053682,36679343630787,SILVERADO HIGH SCHOOL,Victorville,San Bernardino,32,21,65.625,42.83,10.9,26.87,83.93,Y,2165,453,204,0.1029,gardiner_seed,1.00
Santa Cruz,053704,50755725030259,WATERFORD HIGH SCHOOL,Waterford,Stanislaus,32,15,46.875,52.15,23.27,37.71,86.43,Y,582,136,7,2.1429,fuzzy_name_county,1.00
Santa Cruz,053995,33751760107920,LAKESIDE HIGH SCHOOL,Lake Elsinore,Riverside,32,21,65.625,41.84,13.4,27.62,85.24,Y,1687,412,142,0.1479,fuzzy_name_county,1.00
Santa Cruz,054162,19647330117747,LOS ANGELES HS OF THE ARTS,Los Angeles,Los Angeles,32,17,53.125,45.47,15.73,30.6,97.22,Y,431,106,75,0.2267,fuzzy_name_county,1.00
Santa Cruz,054424,39686760119784,STOCKTON COLLEGIATE INTL HIGH SCHOO,Stockton,San Joaquin,32,21,65.625,20.03,0.0,10.02,91.62,Y,191,89,2,10.5,fuzzy_name_county,0.94
Santa Cruz,054695,19647330127795,SCH SOCIAL JUSTICE-CONT LEARN CTR,Los Angeles,Los Angeles,32,8,25.0,41.67,7.35,24.51,98.47,Y,326,114,55,0.1455,hand_verified,0.98
Santa Cruz,051115,24736192431807,GUSTINE HIGH SCHOOL,Gustine,Merced,31,20,64.516,46.0,7.71,26.85,81.54,Y,531,119,71,0.2817,fuzzy_name_county,1.00
Santa Cruz,051689,01771800138289,LATITUDE 37.8 HS MERRITT COLLEGE,Oakland,Alameda,31,18,58.065,43.4,24.07,33.73,77.38,Y,389,102,90,0.2,fuzzy_name_county,0.94
Santa Cruz,051722,19647330102913,MIDDLE COLLEGE HIGH SCHOOL,Los Angeles,Los Angeles,31,13,41.935,85.59,57.88,71.73,88.64,Y,361,75,74,0.1757,fuzzy_name_county,1.00
Santa Cruz,052998,38684783830197,INDEPENDENCE HIGH SCHOOL,San Francisco,San Francisco,31,15,48.387,63.16,20.0,41.58,57.45,N,235,133,37,0.4054,fuzzy_name_county,1.00
Santa Cruz,054243,19647330117762,SCHOOL VISUAL ARTS AND HUMANITIES,Los Angeles,Los Angeles,31,22,70.968,58.52,19.48,39.0,96.88,Y,512,119,98,0.2245,fuzzy_name_county,1.00
Santa Cruz,054249,19647330117069,HELEN BERNSTEIN HIGH SCHOOL,Hollywood,Los Angeles,31,17,54.839,28.36,12.53,20.45,94.74,Y,703,218,74,0.2297,fuzzy_name_county,1.00
